"Marca temporal";"¿Qué medios de comunicación usa en el contexto universitario?";"¿Cómo prefiere la interacción con el estudiantado (clases, tutorías, ...)?";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [La rapidez en la respuesta]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Disponibilidad para resolver dudas]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Retroalimentación (feedback) constructiva]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Empatía y comprensión]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Uso de ejemplos prácticos]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Flexibilidad en los horarios de atención]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Accesibilidad a través de diferentes medios (correo, chat, etc.)]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Motivación y apoyo continuo]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Confianza en las respuestas]";"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Personalización de las respuestas]";"¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [ChatGPT]";"¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Copilot/Bing Chat]";"¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Gemini]";"¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Claude]";"¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [NotebookLM]";"¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [DeepSeek]";"¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Perplexity]";"Si conoce y/o usa otro chatbot puede indicar el nombre y el uso aquí:";"¿Con que frecuencia utiliza chatbots?";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Preparar ejercicios o ejemplos]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Generar material didáctico complementario]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Mejorar la corrección preliminar de ejercicios y dar retroalimentación (feedback)]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Ayudar en la resolución de ejercicios como un/a tutor/a]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Asistencia en procedimientos legales, becas y ayudas]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Comunicación entre el profesorado y el alumnado]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Responder a preguntas administrativas]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Resumir material didáctico (a partir de vídeos, de texto, etc.)]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Responder a preguntas sobre el temario]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Recordar fechas importantes (deadlines, entregas de trabajos...)]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Tareas de traducción]";"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Mejorar la calidad de mis trabajos (redacción de textos, programación, etc.)]";"Si le parece útil otro uso de chatbots relacionado con la docencia en el contexto universitario puede indicarlo aquí:";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots proporcionan respuestas confiables y precisas a mis preguntas académicas.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots pueden ofrecer explicaciones claras y comprensibles sobre temas complejos.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots me ayudan con mis tareas y proyectos.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots deben ser una parte integral de la experiencia educativa de un/a estudiante.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots pueden ayudar a mejorar las habilidades de estudio y aprendizaje.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots en el ámbito universitario es ético.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots manejan correctamente los datos sensibles.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots proporcionan información sesgada.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots conduce a la dependencia tecnológica.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots no respetan la privacidad de los usuarios.]";"Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots conduce a una falta de pensamiento crítico.]";"¿Cuál es su campo de estudio/área de trabajo?";"¿Qué edad tiene?";"¿Con qué género se identifica?";"Déjenos aquí cualquier comentario que quiera hacernos llegar sobre esta encuesta."
3/14/2025 16:55:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Matemáticas y Física";20;"Masculino";"En una de las preguntas, no recuerdo cuál, dice me gustaría hacerlo o algo así, y creo que sería prudente añadir otra opción no lo he hecho o similar. Lo demás correcto."
3/14/2025 17:00:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ingenierías de la Comunicación, Computación y Electrónica";23;"Masculino";"Me encantaría saber el resultado y las conclusiones que sacan con el siguiente estudio, ya que me parece un tema muy interesante y de gran importancia para el futuro."
3/14/2025 17:06:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ingenierías de la Comunicación, Computación y Electrónica";23;"Masculino";"Me gustaría saber el resultado y las conclusiones sacadas del siguiente estudio, ya que me parece muy interesante y de gran importancia para nuestro futuro."
3/14/2025 17:12:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ingenierías de la Comunicación, Computación y Electrónica";20;"Masculino";
3/14/2025 17:29:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Matemáticas e Ingeniería Informática";20;"Masculino";"Pienso que debe ser el estudiante quien ponga el límite en el uso de chatbots en su educación."
3/14/2025 17:34:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Matemáticas e Ingeniería Informática ";20;"Masculino";
3/14/2025 17:39:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Matemáticas e informática ";20;"Femenino";
3/14/2025 17:42:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Informática y Matemáticas";20;"Masculino";
3/14/2025 17:51:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ciencias e ingeniería";21;"Femenino";
3/14/2025 23:10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ingenierías de la Comunicación, Computación y Electrónica";20;"Masculino";
3/15/2025 10:20:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ingenierías de la Comunicación, Computación y Electrónica";20;"Masculino";
3/19/2025 21:01:33;"Correo electrónico, Telegram, WhatsApp";"Clases presenciales en el aula, Correos electrónicos";"Importante";"Muy importante";"Muy importante";"Importante";"Muy importante";"Importante";"Moderadamente importante";"Muy importante";"Importante";"Importante";"Lo uso en el conexto universitario";"Lo conozco pero no lo he usado";"Lo uso en el conexto universitario";"Lo uso en el conexto universitario";"Lo conozco pero no lo he usado";"Lo uso en el conexto universitario";"Lo uso en el conexto universitario";;"A veces";"Lo he hecho";"Lo he hecho";"Lo he hecho";"Me gustaría hacerlo";"No me parece útil";"Me gustaría hacerlo";"Me gustaría hacerlo";"Lo he hecho";"Me gustaría hacerlo";"Me gustaría hacerlo";"Lo he hecho";"Lo he hecho";;"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Ingenierías de la Comunicación, Computación y Electrónica";51;"Masculino";"¡muy interesante!"
3/19/2025 21:12:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ingenierías de la Comunicación, Computación y Electrónica";36;"Masculino";
3/20/2025 9:00:08;"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Google Meet";"Clases presenciales en el aula, Mensajes en plataformas de aprendizaje, Correos electrónicos";"Moderadamente importante";"Importante";"Importante";"Muy importante";"Muy importante";"Poco importante";"Importante";"Importante";"Muy importante";"Importante";"Lo conozco pero no lo he usado";"Lo uso en el conexto universitario";"No lo conozco";"No lo conozco";"No lo conozco";"No lo conozco";"No lo conozco";;"Casi nunca";"Me gustaría hacerlo";"Me gustaría hacerlo";"No me parece útil";"No me parece útil";"Me gustaría hacerlo";"No me parece útil";"Me gustaría hacerlo";;;"Me gustaría hacerlo";"Lo he hecho";;;"Estoy en desacuerdo";"Más bien en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien en desacuerdo";"Más bien en desacuerdo";"Más bien en desacuerdo";"Estoy en desacuerdo";"Completamente de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ingenierías de la Comunicación, Computación y Electrónica";56;"Prefiero no decirlo";
3/20/2025 9:46:27;"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram, Microsoft Teams, Discord";"Correos electrónicos, Chats en tiempo real (mensajería instantánea), Clases presenciales en el aula";"Importante";"Muy importante";"Importante";"Moderadamente importante";"Muy importante";"Muy importante";"Muy importante";"Moderadamente importante";"Moderadamente importante";"Importante";"Lo uso tanto en el conexto universitario como para otras tareas";"Lo uso en el conexto universitario";"Lo conozco pero no lo he usado";"Lo conozco pero no lo he usado";"Lo uso tanto en el conexto universitario como para otras tareas";"Lo conozco pero no lo he usado";"Lo conozco pero no lo he usado";"Elicit";"Casi siempre";"Lo he hecho";"Lo he hecho";"Lo he hecho";"Me gustaría hacerlo";"Me gustaría hacerlo";"No me parece útil";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"No me parece útil";"Lo he hecho";"Lo he hecho";;"Más bien en desacuerdo";"Más bien de acuerdo";"Completamente de acuerdo";"Más bien de acuerdo";"Completamente de acuerdo";"Más bien de acuerdo";"Más bien en desacuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Completamente de acuerdo";"Más bien de acuerdo";"Ingenierías de la Comunicación, Computación y Electrónica";40;"Masculino";
3/20/2025 10:19:36;"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.)";"Mensajes en plataformas de aprendizaje, Clases presenciales en el aula, Correos electrónicos";"Importante";"Importante";"Moderadamente importante";"Importante";"Muy importante";"Moderadamente importante";"Importante";"Importante";"Muy importante";"Importante";;"Lo uso tanto en el conexto universitario como para otras tareas";"Lo uso tanto en el conexto universitario como para otras tareas";;"Lo uso en el conexto universitario";;;;"A veces";"Lo he hecho";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"No me parece útil";"No me parece útil";"Me gustaría hacerlo";"Lo he hecho";"Lo he hecho";"No me parece útil";"Lo he hecho";"Lo he hecho";;"Más bien de acuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien de acuerdo";"Completamente de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ingenierías de la Comunicación, Computación y Electrónica";67;"Masculino";
3/20/2025 10:41:50;"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.)";"Correos electrónicos, Clases presenciales en el aula";"Moderadamente importante";"Importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Importante";"Importante";"Moderadamente importante";"Lo uso para otras tareas";"Lo uso tanto en el conexto universitario como para otras tareas";"Lo uso para otras tareas";"Lo conozco pero no lo he usado";"Lo conozco pero no lo he usado";"Lo conozco pero no lo he usado";"Lo conozco pero no lo he usado";;"Casi siempre";"Lo he hecho";"Me gustaría hacerlo";"Me gustaría hacerlo";"Lo he hecho";"Lo he hecho";"No me parece útil";"Me gustaría hacerlo";"Lo he hecho";"Me gustaría hacerlo";"No me parece útil";"Lo he hecho";"Lo he hecho";;"Más bien de acuerdo";"Completamente de acuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Completamente de acuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien en desacuerdo";"Ingenierías de la Comunicación, Computación y Electrónica";27;"Masculino";
3/20/2025 11:01:25;"Correo electrónico";"Videoconferencias en tiempo real, Clases presenciales en el aula";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Importante";"Moderadamente importante";"Muy importante";"Muy importante";"Muy importante";"Lo conozco pero no lo he usado";"No lo conozco";"Lo uso para otras tareas";"No lo conozco";"No lo conozco";"No lo conozco";"No lo conozco";;"Casi nunca";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"No me parece útil";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Lo he hecho";"Me gustaría hacerlo";;"Más bien en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien en desacuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Estoy en desacuerdo";"Completamente de acuerdo";"Completamente de acuerdo";"Completamente de acuerdo";"Completamente de acuerdo";"Ingenierías de la Comunicación, Computación y Electrónica";50;"Masculino";
3/20/2025 13:10:38;"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.)";"Clases presenciales en el aula, Correos electrónicos";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"Moderadamente importante";"No lo conozco";"No lo conozco";"No lo conozco";"No lo conozco";"No lo conozco";"No lo conozco";"No lo conozco";;"Nunca";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";;"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Filosofía, Filología y Lingüística";61;"Masculino";
3/20/2025 13:14:17;"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Microsoft Teams, CiscoWeb";"Mensajes en plataformas de aprendizaje, Clases presenciales en el aula, Correos electrónicos, Tutorías en CiscoWeb";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Muy importante";"Lo uso tanto en el conexto universitario como para otras tareas";;;;;;;;"A veces";"Me gustaría hacerlo";"Lo he hecho";"Me gustaría hacerlo";"Me gustaría hacerlo";"No me parece útil";"Me gustaría hacerlo";"Me gustaría hacerlo";"Me gustaría hacerlo";"Lo he hecho";"No me parece útil";"Lo he hecho";"Lo he hecho";;"Más bien de acuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien de acuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Ni estoy de acuerdo ni en desacuerdo";"Más bien de acuerdo";"Más bien de acuerdo";"Más bien en desacuerdo";"Más bien de acuerdo";"Filosofía, Filología y Lingüística";57;"Femenino";"Podria plantearse si es eficaz según el área de especialización "
